id;Académie;title;short_desc;lat;lon;zone;infos;services;contact;address;mail;phone;openingHours;internetUrl;appointmentUrl;virtualVisitUrl;crousAndGoUrl;albumUrl;bookingUrl;troubleshootingUrl;house_services;images;coord_gps;services_residence
234;Versailles;Résidence Jacqueline Auriol;Viroflay;48.8005752563;2.1810252666;Yvelines;"<p><strong style=""color: #e20517;"">Description</strong><br /> Résidence universitaire située en plein centre-ville, à proximité des commerces, de restaurants, du campus des sciences de l’université de Versailles-Saint-Quentin-en-Yvelines et de 2 gares desservant Paris St-Lazare et Montparnasse.</p>
<p>La résidence comprend 165 studios (de 18,10 à 24,80 m²) dont 9 sont accessibles aux personnes à mobilité réduite.<br /><br /></p>
<p><strong style=""color: #e20517;"">Équipements</strong><br /> Chacun des logements dispose d’une kitchenette, d’une douche individuelle et d’un accès à internet à haut-débit.<br /><br /></p>
<p><strong style=""color: #e20517;"">Accès</strong><br /> 4 min à pied de la gare Chaville-Vélizy ou 10 min à pied des gares Viroflay-Rive Droite et Viroflay-Rive Gauche.<br />Tramway T6 à proximité.<br /><br /></p>
<p><strong style=""color: #e20517;"">Tarif</strong><br /> De 382 € à 573 €, loyer toutes charges comprises (eau, EDF, chauffage et internet) </p>";"Salle de détente 
  Laverie 
  Local Velo 
  Wifi 
  Parking 
  Salle de travail 
  Ascenseurs 
  Gardiennage 
  Vidéo-surveillance";"<h2>Résidence Jacqueline Auriol</h2>
<p>64, avenue Gaston Boissier - 78 220 Viroflay</p>
<p>Tél. : 01 80 73 04 00</p>
<p>Mél : <a href=""https://admin-v2.crous-mobile.fr/residence.jacqueline-auriol@crous-versailles.fr""> residence.jacqueline-auriol@crous-versailles.fr</a></p>
<p><strong>Accueil<br /></strong>À la plateforme située au 2, rue Pozzo di Borgo - 92 210 Saint-Cloud <br />Du lundi au vendredi de 9h à 17h</p>";64, avenue Gaston Boissier - 78 220 Viroflay;residence.jacqueline-auriol@crous-versailles.fr;01 80 73 04 00;;https://www.crous-versailles.fr/;https://www.crous-versailles.fr/;;;;https://www.crous-versailles.fr/logements/1795-2/;https://www.crous-versailles.fr/;"{""house_service"": [""Ascenseur"", ""Parking"", ""Garage à vélos"", ""Internet / Wifi"", ""Laverie"", ""Salle de détente"", ""Salle de travail"", ""Surveillance / Sécurité""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20230109_ce56d12_VSQ-J-Auriol-int_Crous_Versailles.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20230109_daeb1c0_VSQ-J-Auriol-int2_Crous_Versailles.jpg""]}";48.8005752563, 2.1810252666;<ul><li>Ascenseur</li><li>Parking</li><li>Garage à vélos</li><li>Internet</li><li>Wifi</li><li>Laverie</li><li>Salle de détente</li><li>Salle de travail</li><li>Surveillance</li><li>Sécurité</li></ul>
385;Créteil;Résidence Ilôt du Bel Air;;48.6654701233;2.5577759743;Sénart;"<p>Résidence sécurisée de 4 étages, proposant 160 logements.</p>
<p>Idéalement située avec la gare RER à 10 minutes à pieds et à proximité du centre ville.</p>
<p> </p>
<p><strong>T1 et T1 PMR</strong> : 18 à 22 m² / 405€</p>
<p><strong>T1 grand : </strong>30m² / 578€<strong><br /></strong></p>
<p><strong>T2 :</strong> 25M² / 354€ par personne</p>
<p> </p>
<p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;""><strong>Accès:</strong></span></span></p>
<ul>
<li><strong>RER D</strong> : Combs la Ville-Quincy</li>
<li><strong>Bus</strong> RE - DO</li>
</ul>
<p> </p>";"Laverie
Connexion Internet haut débit
Salles d'étude
Ascenseur
Parking souterrain
Accès personne en situation de handicap";"<h4>Résidence Ilôt du Bel Air</h4>
<p>Tél : 01.64.13.01.82<br />E-mail : <a href=""mailto:residence.lieusaint@crous-creteil.fr"">residence.lieusaint@crous-creteil.fr</a></p>";20 rue des Brandons 77380 Combs-la-Ville;residence.lieusaint@crous-creteil.fr;01 64 13 01 82;;https://www.crous-creteil.fr/;https://www.crous-creteil.fr/;;;;https://www.crous-creteil.fr/;https://www.crous-creteil.fr/;"{""house_service"": [""Accessible PMR"", ""Logement adaptable"", ""Parking PMR"", ""Parking"", ""Internet / Wifi"", ""Laverie"", ""Salle de travail"", ""Surveillance / Sécurité"", ""Distribution protections périodiques""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240315_743ff4b_Combs_T2_3.png"", ""https://admin-v2.crous-mobile.fr//media/house/20240315_f2090ce_Combs_T2_4.jpg""]}";48.6654701233, 2.5577759743;<ul><li>Accessible PMR</li><li>Logement adaptable</li><li>Parking PMR</li><li>Parking</li><li>Internet</li><li>Wifi</li><li>Laverie</li><li>Salle de travail</li><li>Surveillance</li><li>Sécurité</li><li>Distribution protections périodiques</li></ul>
387;Créteil;Résidence Eugène Pottier;;48.9495201111;2.3545930386;Saint-Denis;"<p>Résidence de 3 étages proposant 170 logements, située dans un cadre calme et proche de toutes les commodités.</p>
<p><strong>T1</strong> : 18m² / 399€</p>
<p><strong>T2</strong> : 30m² / 306€ par personne</p>
<p> </p>
<p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;""><strong>Accès:</strong></span></span></p>
<ul>
<li><strong>Métro</strong> : ligne 13 Saint-Denis Université</li>
<li><strong>Bus</strong> : 168- 256</li>
<li><strong>Tramway</strong> : ligne 5 (arrêt Guynemer)</li>
</ul>
<p> </p>";"Laverie
Connexion Internet haut débit
Parking
Salles d'étude";"<h4>Résidence Eugène Pottier</h4>
<p>Tél : 01.48.22.15.21<br /> E-mail : <a href=""mailto:residence93-p8@crous-creteil.fr"">residences93-p8@crous-creteil.fr</a></p>";12, rue Eugène Pottier - 93200 Saint-Denis;residence93-p8@crous-creteil.fr;01 48 22 15 21;;https://www.crous-creteil.fr/;https://www.crous-creteil.fr/;;;;https://www.crous-creteil.fr/;https://www.crous-creteil.fr/;"{""house_service"": [""Parking"", ""Internet / Wifi"", ""Laverie"", ""Salle de travail"", ""Surveillance / Sécurité"", ""Distribution protections périodiques""]}";;48.9495201111, 2.3545930386;<ul><li>Parking</li><li>Internet</li><li>Wifi</li><li>Laverie</li><li>Salle de travail</li><li>Surveillance</li><li>Sécurité</li><li>Distribution protections périodiques</li></ul>
1185;Créteil;Résidence Campus;;48.9148341;2.4172618;Bobigny;"<p>Résidence de 340 logements située sur le Campus de Bobigny proche de l'IUT, de la faculté de médecine et de STAPS.</p>
<p> </p>
<p><strong>T1 et T1 PMR :</strong> 20m² / 404 à 526€</p>
<p><strong>T1 grand :</strong> 22 à 30m² / 450 à 679€</p>
<p><strong>T2 :</strong> 38 à 40m² / 425 à 432€ par personne</p>
<p><strong>T2 couple :</strong> 35m² / 776 à 788€</p>
<p> </p>
<p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;""><strong>Accès:</strong></span></span></p>
<ul>
<li><strong>Tramway</strong> 1: station Drancy Avenir</li>
<li><strong>Métro</strong> 7: station Fort d'Aubervilliers ou La Courneuve</li>
<li><strong>Bus</strong> 134, 234, 248</li>
</ul>";"Salles d'étude
Foyer (distributeur automatique, TV, jeux vidéo)
Salle de sport
Salle de musique
Connexion internet haut débit
Laverie
Parking
Local vélos";"<p>Résidence Campus <br /> Tel : 01.43.11.20.45<br />E-mail : <a href=""mailto:residence.bobigny@crous-creteil.fr"">residence.bobigny@crous-creteil.fr</a></p>";23 avenue de la Convention, 93 000 Bobigny;residence.bobigny@crous-creteil.fr;01.43.11.20.45;;https://www.crous-creteil.fr/;https://www.crous-creteil.fr/;;;;https://www.crous-creteil.fr/;https://www.crous-creteil.fr/;"{""house_service"": [""Accessible PMR"", ""Logement adaptable"", ""Parking PMR"", ""Ascenseur"", ""Parking"", ""Garage à vélos"", ""Internet / Wifi"", ""Laverie"", ""Salle de détente"", ""Salle de travail"", ""Salle de sport"", ""Studio de musique"", ""Distribution protections périodiques""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240315_9755feb_IMG_0023.png"", ""https://admin-v2.crous-mobile.fr//media/house/20240315_5f1ccee_Bobigny_campus_T1_2.png"", ""https://admin-v2.crous-mobile.fr//media/house/20240315_8ec9cbd_Bobigny_campus_T1_1.png""]}";48.9148341, 2.4172618;<ul><li>Accessible PMR</li><li>Logement adaptable</li><li>Parking PMR</li><li>Ascenseur</li><li>Parking</li><li>Garage à vélos</li><li>Internet</li><li>Wifi</li><li>Laverie</li><li>Salle de détente</li><li>Salle de travail</li><li>Salle de sport</li><li>Studio de musique</li><li>Distribution protections périodiques</li></ul>
1116;Paris;Résidence Mazet;Résidence située au cœur du 6e arrondissement, toutes commodités à proximité.;48.8537597656;2.3391599655;Paris 06;"<p><strong>Adresse de la résidence :</strong></p>
<ul>
<li>5-5 bis rue Mazet<br /> 75006 Paris</li>
</ul>
<p> </p>
<p> </p>
<div class=""Titre1 TexteNorm11VertB""><strong>Accès :</strong></div>
<ul>
<li><strong>Métro :</strong> Odéon</li>
<li><strong>Bus :</strong> 58, 63, 70, 87</li>
</ul>
<p> </p>
<p> </p>
<p><strong>Type de logement :</strong></p>
<p> </p>
<p>Résidence située au coeur du 6e arrondissement, toutes commodités à proximité.</p>
<p>Résidence fortement demandée, pensez à opter pour un voeu de substitution pour augmenter vos chances d'obtenir un logement sur Paris.</p>
<p><strong>Description et tarifs* :</strong></p>
<ul>
<li>T1 17 m² - 449,40€</li>
<li>T1 26 m² - 592,61€</li>
</ul>
<p>avec Kitchenette, Sanitaires, Prises TV/téléphone, accès Internet (Connexion WIFI) compris dans le loyer indiqué. Electricité à la charge de l'étudiant.</p>
<p>avec Contrôle d'accès - Interphone </p>
<p>Accès personnes en situation de handicap.</p>
<p> </p>
<div class=""Chapitre1""> </div>
<div class=""Chapitre1""><em>*<span data-olk-copy-source=""MessageBody""> Tarifs applicables sur l'année universitaire en cours. Ces tarifs, incluant les charges locatives, sont révisables.</span></em></div>";"Contrôle d’accès
Point restauration
Parking payant
Accueil jour
Accès personnes en situation de handicap
Accès Internet
Ascenseur";"<p><![CDATA[</p>
<div class=""EncartVert"">
<p class=""Encart""><strong><span class=""TexteNorm11Blanc"">Résidence Mazet</span></strong></p>
<div class=""Encart""><span class=""TexteNorm11Blanc"">5-5 bis rue Mazet<br />75006 Paris </span><br />
<div class=""Pointille""> </div>
</div>
</div>";5-5 bis rue Mazet 75006 Paris;mazet@crous-paris.fr;;;https://www.crous-paris.fr/;https://www.crous-paris.fr/;;;;https://www.crous-paris.fr/logements/demander-logement-crous/;https://www.crous-paris.fr/;"{""house_service"": [""Accessible PMR"", ""Ascenseur"", ""Internet / Wifi"", ""Surveillance / Sécurité"", ""Restauration sur place"", ""Kitchenette individuelle"", ""Interphone""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240529_2715809_IMG_0863.JPG"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_576b525_CROUSPARIS_Residence_Mazet _facade 4.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_b42e274_CROUSPARIS_Residence_Mazet _facade (4).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_a7ed5d8_CROUSPARIS_Residence_Mazet _facade (11).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_f9a6dca_CROUSPARIS_Residence_Mazet _facade (1).jpg""]}";48.8537597656, 2.3391599655;<ul><li>Accessible PMR</li><li>Ascenseur</li><li>Internet</li><li>Wifi</li><li>Surveillance</li><li>Sécurité</li><li>Restauration sur place</li><li>Kitchenette individuelle</li><li>Interphone</li></ul>
1125;Paris;Résidence Amiral Mouchez;Résidence située à coté du parc Montsouris dans le 13e arrondissement, toutes commodités à proximité.;48.8208503723;2.3436200619;Paris 13;"<p><img src=""http://www.crous-paris.fr/wp-content/uploads/sites/26/2016/01/Amiral-Mouchez1.jpg"" alt=""RESIDENCE AMIRAL MOUCHEZ"" width=""90%"" /></p>
<div class=""Titre1 TexteNorm11VertB""><strong>Adresse de la résidence :</strong></div>
<ul>
<li>77 rue Amiral Mouchez <br /> 75013 Paris</li>
</ul>
<p> </p>
<div class=""Titre1 TexteNorm11VertB""><strong>Accès :</strong></div>
<ul>
<li><strong>Métro :</strong> Porte d'Italie</li>
<li><strong>RER :</strong> Cité internationale</li>
</ul>
<p><br /><br /></p>
<div class=""Titre TexteTitre12VertB""><strong>Type de logement :</strong></div>
<div class=""Chapitre1""> </div>
<div class=""Chapitre1"">
<p>Résidence située à coté du parc Montsouris dans le 13e arrondissement, toutes commodités à proximité.</p>
<p><strong>Description et tarifs* :</strong></p>
<ul>
<li>T1 18 m² - 421,57 €</li>
<li>T1 20 m² - 454,71 €</li>
</ul>
<p>avec Kitchenette, Sanitaires, Prises TV/téléphone, accès Internet (Connexion WIFI) compris dans le loyer indiqué.</p>
<p>avec Contrôle d'accès - Interphone - Local à vélos - Laverie - Salle de convivialité - Jardin ou cour</p>
<p>Accès personnes en situation de handicap.</p>
</div>
<div class=""Chapitre1""> </div>
<div class=""Chapitre1"">
<div class=""Chapitre1""> </div>
<div class=""Chapitre1""><em>*<span data-olk-copy-source=""MessageBody""> Tarifs applicables sur l'année universitaire en cours. Ces tarifs, incluant les charges locatives, sont révisables.</span></em></div>
</div>
<p> </p>";"Contrôle d’accès
Accès personnes en situation de handicap
Local à vélos
Accès Internet
Ascenseur
Salle de réunion
Local tri sélectif";"<p class=""EncartVert""><strong>Résidence Amiral Mouchez<br /></strong>77 rue Amiral Mouchez<br />75013 Paris</p>
<div class=""EncartVert"">
<div class=""Pointille""><strong>Contact :</strong><br />secrétaria résidence Daviel<br /><a href=""mailto:daviel@crous-paris.fr"">daviel@crous-paris.fr</a> </div>
</div>";77 rue Amiral Mouchez  75013 Paris;daviel@crous-paris.fr;;;https://www.crous-paris.fr/;https://www.crous-paris.fr/;;;;https://www.crous-paris.fr/logements/demander-logement-crous/;https://www.crous-paris.fr/;"{""house_service"": [""Accessible PMR"", ""Ascenseur"", ""Garage à vélos"", ""Internet / Wifi"", ""Laverie"", ""Salle de détente"", ""Salle de travail"", ""Surveillance / Sécurité"", ""Kitchenette individuelle"", ""Interphone""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20250602_b806e28_EXT Amiral Mouchez-8359.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_3836a3d_photo-sergio-grazia-flint-amiral-mouchez-069.jpg""]}";48.8208503723, 2.3436200619;<ul><li>Accessible PMR</li><li>Ascenseur</li><li>Garage à vélos</li><li>Internet</li><li>Wifi</li><li>Laverie</li><li>Salle de détente</li><li>Salle de travail</li><li>Surveillance</li><li>Sécurité</li><li>Kitchenette individuelle</li><li>Interphone</li></ul>
1129;Paris;Résidence Domrémy;Résidence située à coté de la Bibliothèque François Mitterrand dans le 13e arrondissement, toutes commodités à proximité.;48.8284187317;2.3696699142;Paris 13;"<p><img src=""http://www.crous-paris.fr//wp-content/uploads/sites/26/2016/01/Domremy.jpg"" alt=""RESIDENCE MOUCHEZ DOMREMY"" width=""90%"" /></p>
<div class=""Titre1 TexteNorm11VertB""><strong>Adresse de la résidence :</strong></div>
<ul>
<li>51-53 rue Domrémy <br /> 75013 Paris</li>
</ul>
<div class=""Titre1 TexteNorm11VertB""> </div>
<div class=""Titre1 TexteNorm11VertB""><strong>Accès :</strong></div>
<ul>
<li><strong>Métro :</strong> Olympiade</li>
<li><strong>RER :</strong> Bibliothèque François Mitterrand</li>
<li><strong>Bus :</strong> 27</li>
</ul>
<p> </p>
<p> </p>
<p><strong>Type de logement :</strong></p>
<p> </p>
<p>Résidence située à coté de la Bibliothèque François Mitterrand dans le 13e arrondissement, toutes commodités à proximité.</p>
<p><strong>Description et tarifs* :</strong></p>
<ul>
<li>T1 <19 m² - 426,20€ </li>
<li>T1 >19 m² - 471,08€</li>
</ul>
<p>avec Kitchenette, Sanitaires, Prises TV/téléphone, accès Internet (Connexion WIFI) compris dans le loyer indiqué. L'électricité est à la charge du locataire.</p>
<p>avec Contrôle d'accès - Interphone - Local à vélos - Laverie - Salle de convivialité - Jardin ou cour - Accès personnes en situation de handicap.</p>
<div class=""Titre TexteTitre12VertB"">
<div class=""Chapitre1""> </div>
<div class=""Chapitre1""><em>*<span data-olk-copy-source=""MessageBody""> Tarifs applicables sur l'année universitaire en cours. Ces tarifs, incluant les charges locatives, sont révisables.</span></em></div>
</div>";"Contrôle d'accès
Local à vélos
Laverie
Accès Internet
Accès personnes en situation de handicap
Ascenseur";"<p><![CDATA[</p>
<div class=""EncartVert"">
<p class=""Encart""><span class=""TexteNorm11BlancB""><strong>Résidence Domrémy</strong></span></p>
<p class=""Encart""><span class=""TexteNorm11BlancB""><strong>Accueil et renseignements <br /></strong>Résidence Chevaleret<strong><br /></strong>81bis, rue du Chevaleret <br />75013 Paris<strong><br /></strong></span></p>
<p class=""Encart""><span class=""TexteNorm11BlancB""><strong>Horaires : <br /></strong>9h à 12h30 <br />13h30 à 16h<br /></span></p>
<p class=""Encart""><strong>Contact :<br /></strong>chevaleret@crous-paris.fr</p>
</div>";51-53 rue Domrémy 75013 Paris;chevaleret@crous-paris.fr;;"<p>9h à 12h30 <br />13h30 à 16h</p>
<p class=""Encart""> </p>
<p class=""Encart""> </p>";https://www.crous-paris.fr/;https://www.crous-paris.fr/;;;;https://www.crous-paris.fr/logements/demander-logement-crous/;https://www.crous-paris.fr/;"{""house_service"": [""Accessible PMR"", ""Ascenseur"", ""Garage à vélos"", ""Internet / Wifi"", ""Laverie"", ""Salle de détente"", ""Surveillance / Sécurité"", ""Kitchenette individuelle"", ""Interphone""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240611_8e762d3_CROUSPARIS_Residence_domremy _Facade.JPG"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_967db61_CROUSPARIS_Residence_domremy _intérieur (3).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_e4a325f_CROUSPARIS_Residence_domremy _Facade (2).jpg""]}";48.8284187317, 2.3696699142;<ul><li>Accessible PMR</li><li>Ascenseur</li><li>Garage à vélos</li><li>Internet</li><li>Wifi</li><li>Laverie</li><li>Salle de détente</li><li>Surveillance</li><li>Sécurité</li><li>Kitchenette individuelle</li><li>Interphone</li></ul>
1133;Paris;Résidence Pitié-Salpêtrière;Résidence située entre place d'Italie et le jardin des plantes dans le 13e arrondissement, toutes commodités à proximité.;48.8378982544;2.3620300293;Paris 13;"<p><img src=""http://www.crous-paris.fr/wp-content/uploads/sites/26/2016/01/PitiSo-Salpetriere.jpg"" alt=""RESIDENCE PITIE-SALPETRIERE"" width=""90%"" /></p>
<div class=""Titre1 TexteNorm11VertB""><strong>Adresse de la résidence :</strong></div>
<ul>
<li>97 boulevard de l'Hôpital<br /> 75013 Paris</li>
</ul>
<p> </p>
<div class=""Titre1 TexteNorm11VertB""><strong>Accès :</strong></div>
<ul>
<li><strong>Métro :</strong> Saint-Marcel</li>
<li><strong>Bus :</strong> 91</li>
</ul>
<p><br /><br /></p>
<div class=""Titre TexteTitre12VertB""><strong>Type de logement et tarifs* :</strong></div>
<div class=""Chapitre1""> </div>
<div class=""Chapitre1"">
<p>Résidence située entre place d'Italie et le jardin des plantes dans le 13e arrondissement, toutes commodités à proximité.</p>
<p> </p>
<ul>
<li>T1 19m² - 444,71€</li>
<li>T1 21m² - 471,42€</li>
</ul>
<p> </p>
<p>Avec Kitchenette, Sanitaires, Prises TV/téléphone, accès Internet (Connexion WIFI) compris dans le loyer indiqué. Electricité à la charge de l’étudiant.</p>
<p>Avec Contrôle d'accès - Local à vélos - Salle de convivialité-  Jardin ou cour -  Accès personnes en situation de handicap</p>
</div>
<div class=""Chapitre1""> </div>
<div class=""Chapitre1""> </div>
<div class=""Chapitre1""><em>*<span data-olk-copy-source=""MessageBody""> Tarifs applicables sur l'année universitaire en cours. Ces tarifs, incluant les charges locatives, sont révisables.</span></em></div>";"Contrôle d'accès
Local à vélos
Accès personnes en situation de handicap
Accueil jour
Accès Internet
Salle de réunion
Ascenseur";"<p><![CDATA[</p>
<p class=""Encart""><span class=""TexteNorm11BlancB""><strong>Résidence Pitié-Salpêtrière<br /></strong></span>97 boulevard de l'Hôpital<br />75013 Paris</p>
<div class=""Encart""><strong><span class=""TexteNorm11BlancB"">Contact : </span></strong><br /><span class=""TexteNorm11Blanc"">pitie@crous-paris.fr</span></div>";97 boulevard de l'Hôpital 75013 Paris;pitie@crous-paris.fr;;;https://www.crous-paris.fr/;https://www.crous-paris.fr/;;;;https://www.crous-paris.fr/logements/demander-logement-crous/;https://www.crous-paris.fr/;"{""house_service"": [""Accessible PMR"", ""Ascenseur"", ""Garage à vélos"", ""Internet / Wifi"", ""Salle de détente"", ""Surveillance / Sécurité""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240612_d4d0b72_CROUSPARIS_Residence_Salpetrière_ facade.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240612_e2efdec_CROUSPARIS_Residence_ Salpetrière _intérieur (2).JPG"", ""https://admin-v2.crous-mobile.fr//media/house/20240612_b4139ba_CROUSPARIS_Residence_ Salpetrière _intérieur (3).JPG"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_035453d_CROUSPARIS_Residence_ Salpetrière _intérieur (1).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_7f727f7_CROUSPARIS_Residence_ Salpetrière _intérieur.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_c37ddb5_CROUSPARIS_Residence_ Salpetrière _intérieur (4).jpg""]}";48.8378982544, 2.3620300293;<ul><li>Accessible PMR</li><li>Ascenseur</li><li>Garage à vélos</li><li>Internet</li><li>Wifi</li><li>Salle de détente</li><li>Surveillance</li><li>Sécurité</li></ul>
1139;Paris;Résidence La Garenne;;48.8334312439;2.320029974;Paris 14;"<p><img src=""http://www.crous-paris.fr/wp-content/uploads/sites/26/2016/01/La-Garenne.jpg"" alt=""RESIDENCE LA GARENNE"" width=""90%"" /></p>
<div class=""Titre1 TexteNorm11VertB""><strong>Adresse de la résidence :</strong></div>
<ul>
<li>7 place de la Garenne<br /> 75014 Paris</li>
</ul>
<div class=""Titre1 TexteNorm11VertB""><strong>Accès :</strong></div>
<ul>
<li><strong>Métro :</strong> Pernety</li>
</ul>
<p> </p>
<div class=""Titre TexteTitre12VertB""><strong>Type de logement :</strong></div>
<div class=""Titre TexteTitre12VertB""> </div>
<div class=""Titre TexteTitre12VertB"">
<p>Résidence située au coeur du 14e arrondissement, toutes commodités à proximité.</p>
<p><strong>Description et tarifs* :</strong></p>
<ul>
<li>T1 18 m² - 347,02€</li>
<li>T1 22 m² - 397,26€</li>
</ul>
<p>avec Kitchenette, Sanitaires, Prises TV/téléphone, accès Internet (Connexion WIFI) compris dans le loyer indiqué. Electricité à la charge de l'étudiant.</p>
<p>avec Contrôle d'accès - Interphone - Local à vélos - Laverie - Salle de convivialité - Cour intérieure</p>
<p>Accès personnes en situation de handicap.</p>
</div>
<div class=""Chapitre1"">L'accès Internet est compris dans le loyer indiqué. L'électricité n'est pas comprise dans les charges.<br /><em><br /></em></div>
<div class=""Chapitre1""> </div>
<div class=""Chapitre1"">
<div class=""Chapitre1""> </div>
<div class=""Chapitre1""><em>*<span data-olk-copy-source=""MessageBody""> Tarifs applicables sur l'année universitaire en cours. Ces tarifs, incluant les charges locatives, sont révisables.</span></em></div>
</div>";"Contrôle d'accès
Accès personnes en situation de handicap
Accès Internet
Local vélos
Salles de réunion";"<p><![CDATA[</p>
<div class=""EncartVert"">
<p class=""Encart""><strong><span class=""TexteNorm11Blanc"">Résidence La Garenne</span></strong></p>
<div class=""Encart"">
<p class=""Encart""><strong>Accueil et renseignements<br /></strong>Résidence Bonaparte<br />24 rue Bonaparte<br />75006 Paris </p>
<p class=""Encart""><strong>Horaires :<br /></strong>lundi, mardi, jeudi, vendredi :<br />9h - 17h</p>
<p class=""Encart""><strong>Contact :</strong> <br />01 40 51 55 72</p>
</div>
</div>";7 place de la Garenne  75014 Paris;bonaparte@crous-paris.fr;01 40 51 55 72;;https://www.crous-paris.fr/;https://www.crous-paris.fr/;;;;https://www.crous-paris.fr/logements/demander-logement-crous/;https://www.crous-paris.fr/;"{""house_service"": [""Accessible PMR"", ""Garage à vélos"", ""Internet / Wifi"", ""Laverie"", ""Salle de détente"", ""Salle de travail"", ""Surveillance / Sécurité"", ""Interphone""]}";;48.8334312439, 2.320029974;<ul><li>Accessible PMR</li><li>Garage à vélos</li><li>Internet</li><li>Wifi</li><li>Laverie</li><li>Salle de détente</li><li>Salle de travail</li><li>Surveillance</li><li>Sécurité</li><li>Interphone</li></ul>
1151;Paris;Résidence Poissonniers;;48.8993682861;2.3523900509;Paris 18;"<p><strong>Adresse de la résidence :</strong></p>
<ul>
<li>14-24 avenue de la Porte des Poissonniers<br /> 75018 Paris</li>
</ul>
<p> </p>
<div class=""Titre1 TexteNorm11VertB""><strong>Accès :</strong></div>
<ul>
<li><strong>Métro :</strong>Porte de Clignancourt</li>
<li><strong>Bus :</strong>PC3, 302</li>
</ul>
<p><br /><br /></p>
<div class=""Titre TexteTitre12VertB""><strong>Type de logement :</strong></div>
<div class=""Titre TexteTitre12VertB""> </div>
<div class=""Titre TexteTitre12VertB"">
<p>Résidence située à proximité du centre universitaire et du centre sportif dans le 18e arrondissement, toutes commodités à proximité.</p>
<p><strong>Description et tarifs* :</strong></p>
<ul>
<li>T1 19,5m² - 438,33€</li>
<li>T1 21m² - 456,50€</li>
<li>T1bis - 1 personne 26 m² - 373,14€</li>
<li>T1bis - 1 personne 31 m² - 402,52€</li>
</ul>
<p>avec Kitchenette, Sanitaires, Prises TV/téléphone, accès Internet (Connexion WIFI) compris dans le loyer indiqué.</p>
<p>avec Contrôle d'accès - Interphone - Local à vélos - Salle de convivialité - Jardin ou cour</p>
<p>Accès personnes en situation de handicap.</p>
<p> </p>
</div>
<div class=""Chapitre1""> <em>*<span data-olk-copy-source=""MessageBody""> Tarifs applicables sur l'année universitaire en cours. Ces tarifs, incluant les charges locatives, sont révisables.</span> </em></div>";"- Contrôle d'accès 
 - Local à vélos 
 - Salle d'étude 
 - Accès Internet 
 - 2 ascenseurs";"<p><![CDATA[</p>
<p class=""Encart""><strong><span class=""TexteNorm11BlancB"">Résidence Poissonniers<br /></span></strong>14-24 avenue de la Porte des Poissonniers<br />75018 Paris</p>
<div class=""Encart""><span class=""TexteNorm11BlancB""><strong>Contact :</strong> </span><br /><span class=""TexteNorm11Blanc"">01 40 51 37 75 (secrétariat)</span></div>";14-24 avenue de la Porte des Poissonniers 75018 Paris;;01 40 51 37 75;;https://www.crous-paris.fr/;https://www.crous-paris.fr/;;;;https://www.crous-paris.fr/logements/demander-logement-crous/;https://www.crous-paris.fr/;"{""house_service"": [""Accessible PMR"", ""Ascenseur"", ""Garage à vélos"", ""Internet / Wifi"", ""Salle de travail"", ""Surveillance / Sécurité"", ""Kitchenette individuelle"", ""Interphone""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20250602_6b4ea79_CROUSPARIS_Residence_Poissoniers _ facade (1).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_fee8e80_CROUSPARIS_Residence_ Poissoniers _intérieur (6).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_e8de4f3_CROUSPARIS_Residence_Poissoniers _ facade (2).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20250602_b502619_CROUSPARIS_Residence_Poissoniers _ facade.jpg""]}";48.8993682861, 2.3523900509;<ul><li>Accessible PMR</li><li>Ascenseur</li><li>Garage à vélos</li><li>Internet</li><li>Wifi</li><li>Salle de travail</li><li>Surveillance</li><li>Sécurité</li><li>Kitchenette individuelle</li><li>Interphone</li></ul>
